Year,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,TopicID,QuestionID,StratificationCategory1,Stratification1
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.5,"3,862",Total,,,,,,PA1,Q043,Total,Total
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.8,303,,18 - 24,,,,,PA1,Q044,Age (years),18 - 24
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24,535,,25 - 34,,,,,PA1,Q044,Age (years),25 - 34
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23,558,,35 - 44,,,,,PA1,Q044,Age (years),35 - 44
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.6,652,,45 - 54,,,,,PA1,Q044,Age (years),45 - 54
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.2,717,,55 - 64,,,,,PA1,Q044,Age (years),55 - 64
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.1,"1,075",,65 or older,,,,,PA1,Q044,Age (years),65 or older
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.2,"1,447",,,College graduate,,,,PA1,Q044,Education,College graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.4,880,,,High school graduate,,,,PA1,Q044,Education,High school graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,9.2,359,,,Less than high school,,,,PA1,Q044,Education,Less than high school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.4,"1,148",,,Some college or technical school,,,,PA1,Q044,Education,Some college or technical school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.4,"2,074",,,,Female,,,PA1,Q044,Gender,Female
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24,"1,766",,,,Male,,,PA1,Q044,Gender,Male
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,17.2,490,,,,,"$15,000 - $24,999",,PA1,Q044,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.4,329,,,,,"$25,000 - $34,999",,PA1,Q044,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.7,440,,,,,"$35,000 - $49,999",,PA1,Q044,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.6,460,,,,,"$50,000 - $74,999",,PA1,Q044,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.5,"1,088",,,,,"$75,000 or greater",,PA1,Q044,Income,"$75,000 or greater"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,17.6,762,,,,,Data not reported,,PA1,Q044,Income,Data not reported
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.3,271,,,,,"Less than $15,000",,PA1,Q044,Income,"Less than $15,000"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.6,60,,,,,,2 or more races,PA1,Q044,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.1,100,,,,,,American Indian/Alaska Native,PA1,Q044,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.8,51,,,,,,Asian,PA1,Q044,Race/Ethnicity,Asian
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.9,360,,,,,,Hispanic,PA1,Q044,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.8,754,,,,,,Non-Hispanic Black,PA1,Q044,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.1,"2,437",,,,,,Non-Hispanic White,PA1,Q044,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.6,"3,840",Total,,,,,,PA1,Q044,Total,Total
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28,309,,18 - 24,,,,,PA1,Q045,Age (years),18 - 24
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.5,538,,25 - 34,,,,,PA1,Q045,Age (years),25 - 34
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.9,573,,35 - 44,,,,,PA1,Q045,Age (years),35 - 44
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),21.2,655,,45 - 54,,,,,PA1,Q045,Age (years),45 - 54
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.7,721,,55 - 64,,,,,PA1,Q045,Age (years),55 - 64
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.9,"1,083",,65 or older,,,,,PA1,Q045,Age (years),65 or older
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.9,"1,450",,,College graduate,,,,PA1,Q045,Education,College graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.2,897,,,High school graduate,,,,PA1,Q045,Education,High school graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),23.8,365,,,Less than high school,,,,PA1,Q045,Education,Less than high school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.5,"1,162",,,Some college or technical school,,,,PA1,Q045,Education,Some college or technical school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.6,"2,091",,,,Female,,,PA1,Q045,Gender,Female
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.1,"1,788",,,,Male,,,PA1,Q045,Gender,Male
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.3,499,,,,,"$15,000 - $24,999",,PA1,Q045,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.1,332,,,,,"$25,000 - $34,999",,PA1,Q045,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.5,446,,,,,"$35,000 - $49,999",,PA1,Q045,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33,465,,,,,"$50,000 - $74,999",,PA1,Q045,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.5,"1,090",,,,,"$75,000 or greater",,PA1,Q045,Income,"$75,000 or greater"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.7,771,,,,,Data not reported,,PA1,Q045,Income,Data not reported
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),19.5,276,,,,,"Less than $15,000",,PA1,Q045,Income,"Less than $15,000"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.3,64,,,,,,2 or more races,PA1,Q045,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.8,100,,,,,,American Indian/Alaska Native,PA1,Q045,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),20,52,,,,,,Asian,PA1,Q045,Race/Ethnicity,Asian
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),19.5,367,,,,,,Hispanic,PA1,Q045,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.9,762,,,,,,Non-Hispanic Black,PA1,Q045,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.1,"2,454",,,,,,Non-Hispanic White,PA1,Q045,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.7,"3,879",Total,,,,,,PA1,Q045,Total,Total
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,44,317,,18 - 24,,,,,PA1,Q046,Age (years),18 - 24
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,39.3,546,,25 - 34,,,,,PA1,Q046,Age (years),25 - 34
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.9,571,,35 - 44,,,,,PA1,Q046,Age (years),35 - 44
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.5,693,,45 - 54,,,,,PA1,Q046,Age (years),45 - 54
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.6,744,,55 - 64,,,,,PA1,Q046,Age (years),55 - 64
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.5,"1,139",,65 or older,,,,,PA1,Q046,Age (years),65 or older
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38.4,"1,497",,,College graduate,,,,PA1,Q046,Education,College graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.5,938,,,High school graduate,,,,PA1,Q046,Education,High school graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,16.6,371,,,Less than high school,,,,PA1,Q046,Education,Less than high school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34.8,"1,195",,,Some college or technical school,,,,PA1,Q046,Education,Some college or technical school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27,"2,166",,,,Female,,,PA1,Q046,Gender,Female
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.4,"1,844",,,,Male,,,PA1,Q046,Gender,Male
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.3,513,,,,,"$15,000 - $24,999",,PA1,Q046,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.9,339,,,,,"$25,000 - $34,999",,PA1,Q046,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.1,452,,,,,"$35,000 - $49,999",,PA1,Q046,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.6,472,,,,,"$50,000 - $74,999",,PA1,Q046,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.6,"1,112",,,,,"$75,000 or greater",,PA1,Q046,Income,"$75,000 or greater"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.5,840,,,,,Data not reported,,PA1,Q046,Income,Data not reported
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.7,282,,,,,"Less than $15,000",,PA1,Q046,Income,"Less than $15,000"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,40.3,61,,,,,,2 or more races,PA1,Q046,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24,104,,,,,,American Indian/Alaska Native,PA1,Q046,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,43.7,52,,,,,,Asian,PA1,Q046,Race/Ethnicity,Asian
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.1,372,,,,,,Hispanic,PA1,Q046,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33,796,,,,,,Non-Hispanic Black,PA1,Q046,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.2,"2,531",,,,,,Non-Hispanic White,PA1,Q046,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.9,"4,010",Total,,,,,,PA1,Q046,Total,Total
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.3,326,,18 - 24,,,,,PA1,Q047,Age (years),18 - 24
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.1,564,,25 - 34,,,,,PA1,Q047,Age (years),25 - 34
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24,591,,35 - 44,,,,,PA1,Q047,Age (years),35 - 44
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31,710,,45 - 54,,,,,PA1,Q047,Age (years),45 - 54
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.1,763,,55 - 64,,,,,PA1,Q047,Age (years),55 - 64
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.3,"1,164",,65 or older,,,,,PA1,Q047,Age (years),65 or older
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,13.4,"1,533",,,College graduate,,,,PA1,Q047,Education,College graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,32.8,968,,,High school graduate,,,,PA1,Q047,Education,High school graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,45.9,385,,,Less than high school,,,,PA1,Q047,Education,Less than high school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.3,"1,223",,,Some college or technical school,,,,PA1,Q047,Education,Some college or technical school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.7,"2,216",,,,Female,,,PA1,Q047,Gender,Female
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.8,"1,902",,,,Male,,,PA1,Q047,Gender,Male
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,37.8,530,,,,,"$15,000 - $24,999",,PA1,Q047,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,32.8,348,,,,,"$25,000 - $34,999",,PA1,Q047,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.9,467,,,,,"$35,000 - $49,999",,PA1,Q047,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,19.7,482,,,,,"$50,000 - $74,999",,PA1,Q047,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,13.6,"1,128",,,,,"$75,000 or greater",,PA1,Q047,Income,"$75,000 or greater"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.6,873,,,,,Data not reported,,PA1,Q047,Income,Data not reported
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,41.6,290,,,,,"Less than $15,000",,PA1,Q047,Income,"Less than $15,000"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,18.4,65,,,,,,2 or more races,PA1,Q047,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,39.9,104,,,,,,American Indian/Alaska Native,PA1,Q047,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,15,53,,,,,,Asian,PA1,Q047,Race/Ethnicity,Asian
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,40.9,383,,,,,,Hispanic,PA1,Q047,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.7,819,,,,,,Non-Hispanic Black,PA1,Q047,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.6,"2,594",,,,,,Non-Hispanic White,PA1,Q047,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.3,"4,118",Total,,,,,,PA1,Q047,Total,Total
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,40.9,299,,18 - 24,,,,,FV1,Q018,Age (years),18 - 24
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.4,524,,25 - 34,,,,,FV1,Q018,Age (years),25 - 34
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,35.5,561,,35 - 44,,,,,FV1,Q018,Age (years),35 - 44
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.6,679,,45 - 54,,,,,FV1,Q018,Age (years),45 - 54
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41,712,,55 - 64,,,,,FV1,Q018,Age (years),55 - 64
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,34.9,"1,108",,65 or older,,,,,FV1,Q018,Age (years),65 or older
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,30.4,"1,476",,,College graduate,,,,FV1,Q018,Education,College graduate
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,46.2,897,,,High school graduate,,,,FV1,Q018,Education,High school graduate
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41,350,,,Less than high school,,,,FV1,Q018,Education,Less than high school
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.4,"1,152",,,Some college or technical school,,,,FV1,Q018,Education,Some college or technical school
